,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
210,210,210,210,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000210_RGB.png,"[834.0, 510.0, 1.0]","[852.0, 486.0, 1.0]","[810.0, 491.99999999999994, 1.0]","[882.0, 504.0, 0.0]","[762.0, 510.0, 1.0]","[924.0, 630.0, 1.0]","[738.0, 666.0, 1.0]","[1014.0, 756.0, 1.0]","[738.0, 852.0, 1.0]","[1110.0, 936.0, 0.0]","[738.0, 828.0, 0.0]","[1020.0, 930.0, 1.0]","[858.0, 966.0000000000001, 1.0]","[744.0, 900.0, 0.0]","[762.0, 912.0, 0.0]","[732.0, 1044.0, 0.0]","[738.0, 1050.0, 0.0]","[0.2452499859931623, 5.384785161834361, 14.473777416903184]","[4.5226625911802625, -8.251181085248348, -6.482068191248431]"
211,211,211,211,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000211_RGB.png,"[828.0, 510.0, 1.0]","[846.0, 491.99999999999994, 1.0]","[804.0, 498.00000000000006, 1.0]","[876.0, 510.0, 0.0]","[756.0, 510.0, 1.0]","[918.0, 630.0, 1.0]","[732.0, 654.0, 1.0]","[1014.0, 768.0, 1.0]","[726.0000000000001, 816.0, 1.0]","[1104.0, 936.0, 0.0]","[738.0, 816.0, 0.0]","[1020.0, 936.0, 1.0]","[852.0, 972.0, 1.0]","[756.0, 912.0, 0.0]","[762.0, 924.0, 0.0]","[750.0, 1032.0, 0.0]","[756.0, 1038.0, 0.0]","[-0.004696988736627206, 6.225282005674438, 15.281664464345102]","[4.5241056145722585, -8.163523490578589, -6.510371291714019]"
212,212,212,212,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000212_RGB.png,"[816.0, 516.0, 1.0]","[834.0, 498.00000000000006, 1.0]","[792.0, 498.00000000000006, 1.0]","[852.0, 498.00000000000006, 0.0]","[756.0, 516.0, 1.0]","[900.0, 636.0, 1.0]","[726.0000000000001, 648.0, 1.0]","[996.0000000000001, 756.0, 1.0]","[726.0000000000001, 834.0, 0.0]","[726.0000000000001, 816.0, 0.0]","[720.0, 816.0, 0.0]","[1032.0, 918.0, 1.0]","[846.0, 954.0, 0.0]","[738.0, 906.0, 0.0]","[756.0, 912.0, 0.0]","[732.0, 1050.0, 0.0]","[732.0, 1056.0, 0.0]","[-0.8203317202175525, 6.631861033374304, 15.503760236832868]","[5.948251372840619, -8.054787577961614, -7.475432971598479]"
213,213,213,213,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000213_RGB.png,"[816.0, 516.0, 1.0]","[834.0, 498.00000000000006, 1.0]","[792.0, 498.00000000000006, 1.0]","[852.0, 510.0, 0.0]","[750.0, 510.0, 1.0]","[893.9999999999999, 636.0, 1.0]","[714.0, 648.0, 1.0]","[984.0, 750.0, 1.0]","[708.0, 828.0, 0.0]","[810.0, 948.0, 0.0]","[702.0, 738.0, 0.0]","[1032.0, 918.0, 1.0]","[834.0, 960.0, 1.0]","[738.0, 906.0, 0.0]","[750.0, 912.0, 0.0]","[732.0, 1050.0, 0.0]","[732.0, 1050.0, 0.0]","[-1.3624984704704979, 6.61694423781303, 15.187854429362309]","[5.569290156666271, -8.218660345389912, -7.449909021398604]"
214,214,214,214,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000214_RGB.png,"[810.0, 516.0, 1.0]","[828.0, 498.00000000000006, 1.0]","[786.0, 491.99999999999994, 1.0]","[852.0, 504.0, 0.0]","[750.0, 522.0, 1.0]","[893.9999999999999, 636.0, 1.0]","[708.0, 654.0, 1.0]","[990.0, 750.0, 0.0]","[714.0, 852.0, 0.0]","[996.0000000000001, 834.0, 0.0]","[702.0, 828.0, 0.0]","[1026.0, 912.0, 1.0]","[834.0, 948.0, 1.0]","[738.0, 912.0, 0.0]","[750.0, 918.0, 0.0]","[732.0, 1056.0, 0.0]","[738.0, 1056.0, 0.0]","[-1.6107215060994284, 6.570409418600342, 15.065755811405168]","[6.56675439631783, -8.068319114426181, -7.451765148512498]"
215,215,215,215,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000215_RGB.png,"[810.0, 516.0, 1.0]","[828.0, 498.00000000000006, 1.0]","[786.0, 498.00000000000006, 1.0]","[846.0, 516.0, 0.0]","[750.0, 522.0, 1.0]","[893.9999999999999, 636.0, 1.0]","[714.0, 648.0, 1.0]","[972.0, 744.0, 0.0]","[714.0, 834.0, 1.0]","[708.0, 816.0, 0.0]","[690.0, 732.0, 0.0]","[1020.0, 912.0, 0.0]","[828.0, 942.0, 1.0]","[732.0, 912.0, 0.0]","[744.0, 918.0, 0.0]","[726.0000000000001, 1056.0, 0.0]","[726.0000000000001, 1062.0, 0.0]","[-2.1316944534145206, 6.4488105231085155, 14.838610944321449]","[7.256163096562108, -7.886768652530807, -7.426897839922388]"
216,216,216,216,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000216_RGB.png,"[810.0, 510.0, 1.0]","[828.0, 491.99999999999994, 1.0]","[786.0, 491.99999999999994, 1.0]","[846.0, 504.0, 0.0]","[750.0, 522.0, 1.0]","[893.9999999999999, 636.0, 1.0]","[708.0, 654.0, 1.0]","[978.0, 744.0, 0.0]","[708.0, 834.0, 0.0]","[720.0, 816.0, 0.0]","[672.0, 744.0, 0.0]","[1020.0, 912.0, 0.0]","[840.0, 948.0, 0.0]","[738.0, 912.0, 0.0]","[750.0, 918.0, 0.0]","[1068.0, 1008.0, 0.0]","[732.0, 1044.0, 0.0]","[-2.6075065173773293, 6.339637656251774, 14.433346965444068]","[8.028626421673502, -7.707890930899187, -7.3148978719817235]"
217,217,217,217,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000217_RGB.png,"[816.0, 510.0, 1.0]","[828.0, 491.99999999999994, 1.0]","[792.0, 491.99999999999994, 1.0]","[852.0, 510.0, 0.0]","[750.0, 516.0, 1.0]","[900.0, 630.0, 1.0]","[708.0, 654.0, 1.0]","[990.0, 750.0, 1.0]","[738.0, 900.0, 1.0]","[1080.0, 846.0, 0.0]","[678.0, 744.0, 0.0]","[1026.0, 918.0, 1.0]","[834.0, 954.0, 1.0]","[732.0, 900.0, 0.0]","[744.0, 906.0, 0.0]","[726.0000000000001, 1056.0, 0.0]","[726.0000000000001, 1056.0, 0.0]","[-2.9299036092927335, 6.091500333943614, 13.252747414939016]","[8.129589891089536, -7.542599663025283, -7.050093613102918]"
218,218,218,218,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000218_RGB.png,"[816.0, 510.0, 1.0]","[834.0, 491.99999999999994, 1.0]","[798.0, 486.0, 1.0]","[858.0, 504.0, 0.0]","[756.0, 522.0, 1.0]","[900.0, 636.0, 1.0]","[714.0, 660.0, 1.0]","[996.0000000000001, 756.0, 1.0]","[720.0, 846.0, 0.0]","[1092.0, 906.0, 0.0]","[678.0, 738.0, 0.0]","[1020.0, 912.0, 0.0]","[834.0, 948.0, 1.0]","[738.0, 912.0, 0.0]","[756.0, 912.0, 0.0]","[732.0, 1056.0, 0.0]","[738.0, 1044.0, 0.0]","[-3.1102076172563735, 5.679374108526973, 11.862845083903146]","[7.790430543035676, -7.177241243130805, -6.798909636206713]"
219,219,219,219,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000219_RGB.png,"[822.0, 510.0, 1.0]","[840.0, 486.0, 1.0]","[798.0, 486.0, 1.0]","[858.0, 498.00000000000006, 0.0]","[762.0, 516.0, 1.0]","[906.0, 624.0, 1.0]","[714.0, 654.0, 1.0]","[996.0000000000001, 750.0, 1.0]","[720.0, 840.0, 0.0]","[1086.0, 912.0, 0.0]","[684.0, 750.0, 0.0]","[1020.0, 912.0, 1.0]","[822.0, 936.0, 0.0]","[738.0, 906.0, 0.0]","[750.0, 912.0, 0.0]","[726.0000000000001, 1044.0, 0.0]","[738.0, 1044.0, 0.0]","[-3.17501839434634, 5.1045895835565815, 9.948256817447412]","[7.663047686910831, -6.9731061164283386, -6.659023718570297]"
220,220,220,220,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000220_RGB.png,"[828.0, 498.00000000000006, 1.0]","[852.0, 480.0, 1.0]","[810.0, 480.0, 1.0]","[870.0, 491.99999999999994, 0.0]","[768.0, 516.0, 1.0]","[918.0, 630.0, 1.0]","[726.0000000000001, 642.0, 1.0]","[1014.0, 768.0, 1.0]","[720.0, 846.0, 1.0]","[1110.0, 942.0, 0.0]","[690.0, 738.0, 0.0]","[1020.0, 936.0, 1.0]","[852.0, 954.0, 1.0]","[738.0, 894.0, 0.0]","[756.0, 900.0, 0.0]","[738.0, 1044.0, 0.0]","[744.0, 1050.0, 0.0]","[-3.0688527236247554, 4.168243794242568, 6.576735083377229]","[7.503610407312792, -6.940844315350251, -6.607448579765406]"
221,221,221,221,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000221_RGB.png,"[834.0, 504.0, 1.0]","[852.0, 486.0, 1.0]","[810.0, 486.0, 1.0]","[876.0, 498.00000000000006, 1.0]","[774.0, 504.0, 1.0]","[924.0, 624.0, 1.0]","[738.0, 642.0, 1.0]","[1014.0, 774.0, 1.0]","[702.0, 750.0, 1.0]","[1116.0, 942.0, 0.0]","[702.0, 744.0, 0.0]","[1014.0, 942.0, 1.0]","[846.0, 960.0, 1.0]","[738.0, 900.0, 0.0]","[750.0, 906.0, 0.0]","[732.0, 1050.0, 0.0]","[738.0, 1050.0, 0.0]","[-2.575521291911692, 2.9823404984446853, 3.699681770400404]","[6.32554585785656, -6.896420681245629, -5.34758358989318]"
222,222,222,222,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000222_RGB.png,"[840.0, 504.0, 1.0]","[864.0, 480.0, 1.0]","[822.0, 480.0, 1.0]","[888.0, 498.00000000000006, 0.0]","[780.0, 491.99999999999994, 1.0]","[936.0, 624.0, 1.0]","[732.0, 642.0, 1.0]","[1020.0, 762.0, 1.0]","[696.0, 726.0, 1.0]","[1128.0, 948.0, 0.0]","[708.0, 720.0, 0.0]","[1014.0, 936.0, 1.0]","[858.0, 948.0, 1.0]","[762.0, 894.0, 0.0]","[774.0, 906.0, 0.0]","[1116.0, 990.0, 0.0]","[1104.0, 983.9999999999999, 0.0]","[-1.3508098048377524, 0.8089637118667103, -0.338119940899208]","[5.988846948940695, -6.663855514030003, -5.216344631193215]"
223,223,223,223,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000223_RGB.png,"[846.0, 498.00000000000006, 1.0]","[870.0, 480.0, 1.0]","[828.0, 474.0, 1.0]","[893.9999999999999, 498.00000000000006, 0.0]","[786.0, 498.00000000000006, 1.0]","[948.0, 636.0, 1.0]","[744.0, 654.0, 1.0]","[1050.0, 792.0, 1.0]","[726.0000000000001, 840.0, 1.0]","[1074.0, 936.0, 0.0]","[750.0, 936.0, 0.0]","[1026.0, 954.0, 1.0]","[846.0, 960.0, 1.0]","[762.0, 894.0, 0.0]","[768.0, 900.0, 0.0]","[750.0, 1008.0, 0.0]","[756.0, 1013.9999999999999, 0.0]","[-0.6066003576395562, -1.8007228207432706, -4.842789780339756]","[5.4892729135077785, -6.337253122499287, -5.092723358844789]"
224,224,224,224,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000224_RGB.png,"[852.0, 491.99999999999994, 1.0]","[870.0, 474.0, 1.0]","[828.0, 474.0, 1.0]","[912.0, 491.99999999999994, 1.0]","[798.0, 491.99999999999994, 1.0]","[966.0, 624.0, 1.0]","[762.0, 624.0, 1.0]","[1032.0, 780.0, 1.0]","[726.0000000000001, 798.0, 1.0]","[1146.0, 948.0, 0.0]","[714.0, 708.0, 0.0]","[1026.0, 942.0, 1.0]","[852.0, 954.0, 1.0]","[1110.0, 990.0, 0.0]","[846.0, 1092.0, 0.0]","[1140.0, 1002.0, 0.0]","[696.0, 1092.0, 0.0]","[-0.355243383227604, -5.057099868185156, -10.809535940867924]","[2.235184346481998, -6.643143549080508, -4.516845547404271]"
225,225,225,225,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000225_RGB.png,"[846.0, 486.0, 1.0]","[870.0, 468.0, 1.0]","[828.0, 468.0, 1.0]","[912.0, 486.0, 1.0]","[798.0, 491.99999999999994, 1.0]","[966.0, 618.0, 1.0]","[762.0, 636.0, 1.0]","[1044.0, 786.0, 1.0]","[732.0, 840.0, 0.0]","[1098.0, 948.0, 0.0]","[702.0, 702.0, 0.0]","[1008.0, 936.0, 1.0]","[846.0, 936.0, 0.0]","[1056.0, 1092.0, 0.0]","[840.0, 1092.0, 0.0]","[702.0, 1092.0, 0.0]","[1422.0, 1026.0, 0.0]","[-0.4395625471596124, -6.804124023304153, -13.703578050050785]","[-1.3377758811894638, -4.772930783330317, -4.316026220559729]"
226,226,226,226,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000226_RGB.png,"[846.0, 486.0, 1.0]","[876.0, 468.0, 1.0]","[834.0, 474.0, 1.0]","[918.0, 486.0, 1.0]","[804.0, 491.99999999999994, 1.0]","[972.0, 624.0, 1.0]","[768.0, 636.0, 1.0]","[1038.0, 792.0, 1.0]","[714.0, 714.0, 0.0]","[1092.0, 942.0, 0.0]","[708.0, 702.0, 0.0]","[1008.0, 936.0, 1.0]","[858.0, 960.0, 1.0]","[1062.0, 1092.0, 0.0]","[846.0, 1092.0, 0.0]","[1152.0, 1008.0, 0.0]","[1428.0, 1092.0, 0.0]","[-0.6245988244180083, -8.325116544068699, -16.538241459966574]","[-13.454768903142355, -2.7837039415290925, -3.079842241499589]"
227,227,227,227,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000227_RGB.png,"[852.0, 480.0, 1.0]","[876.0, 462.0, 1.0]","[846.0, 462.0, 1.0]","[930.0, 486.0, 1.0]","[816.0, 486.0, 0.0]","[984.0, 618.0, 1.0]","[780.0, 636.0, 1.0]","[1050.0, 798.0, 0.0]","[756.0, 816.0, 0.0]","[1104.0, 930.0, 0.0]","[744.0, 684.0, 0.0]","[1014.0, 942.0, 1.0]","[858.0, 948.0, 0.0]","[1074.0, 1092.0, 0.0]","[726.0000000000001, 906.0, 0.0]","[1152.0, 1002.0, 0.0]","[1146.0, 1002.0, 0.0]","[-1.0724568587083294, -10.540540579441434, -20.61532598829704]","[-17.56725661725023, -1.5215989795961855, -2.8701194587940537]"
228,228,228,228,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000228_RGB.png,"[858.0, 480.0, 1.0]","[882.0, 462.0, 1.0]","[852.0, 462.0, 1.0]","[936.0, 480.0, 1.0]","[822.0, 486.0, 0.0]","[996.0000000000001, 618.0, 1.0]","[786.0, 630.0, 1.0]","[1050.0, 804.0, 0.0]","[756.0, 816.0, 0.0]","[1098.0, 936.0, 0.0]","[780.0, 660.0, 0.0]","[1014.0, 942.0, 1.0]","[852.0, 942.0, 0.0]","[1068.0, 1092.0, 0.0]","[732.0, 834.0, 0.0]","[1152.0, 1002.0, 0.0]","[1440.0, 1080.0, 0.0]","[-1.1322364403811336, -12.674672190820806, -24.785997716578887]","[-17.568703056209102, -1.5314348646496243, -2.913647290140647]"
229,229,229,229,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000229_RGB.png,"[864.0, 486.0, 1.0]","[893.9999999999999, 462.0, 1.0]","[852.0, 462.0, 1.0]","[942.0, 480.0, 1.0]","[846.0, 480.0, 0.0]","[996.0000000000001, 606.0, 1.0]","[816.0, 624.0, 1.0]","[1062.0, 810.0, 1.0]","[780.0, 792.0, 1.0]","[1110.0, 948.0, 0.0]","[768.0, 654.0, 0.0]","[1014.0, 948.0, 1.0]","[858.0, 954.0, 1.0]","[1020.0, 1098.0, 0.0]","[846.0, 1098.0, 0.0]","[1134.0, 1013.9999999999999, 0.0]","[1122.0, 1013.9999999999999, 0.0]","[-1.2953824521337898, -13.2162800233526, -26.291808148977204]","[-19.32955994193197, -1.8766473256326488, -2.4048065219974664]"
230,230,230,230,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000230_RGB.png,"[870.0, 486.0, 1.0]","[900.0, 462.0, 1.0]","[852.0, 462.0, 1.0]","[948.0, 468.0, 1.0]","[846.0, 480.0, 0.0]","[1008.0, 612.0, 1.0]","[828.0, 612.0, 1.0]","[1068.0, 816.0, 1.0]","[786.0, 786.0, 1.0]","[1104.0, 948.0, 0.0]","[774.0, 654.0, 0.0]","[1014.0, 942.0, 1.0]","[864.0, 948.0, 1.0]","[1080.0, 1013.9999999999999, 0.0]","[822.0, 1098.0, 0.0]","[1104.0, 1026.0, 0.0]","[990.0, 1002.0, 0.0]","[-1.3589703998579326, -13.701656135293955, -27.614447129364656]","[-27.83213631539738, -0.14188117384435076, -2.171249013524388]"
231,231,231,231,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000231_RGB.png,"[876.0, 480.0, 1.0]","[900.0, 456.0, 1.0]","[858.0, 462.0, 1.0]","[948.0, 468.0, 1.0]","[846.0, 480.0, 0.0]","[1014.0, 618.0, 1.0]","[828.0, 618.0, 1.0]","[1074.0, 822.0, 1.0]","[786.0, 780.0, 1.0]","[1092.0, 954.0, 0.0]","[780.0, 654.0, 0.0]","[1008.0, 954.0, 1.0]","[852.0, 936.0, 0.0]","[1080.0, 1002.0, 0.0]","[870.0, 1092.0, 0.0]","[1104.0, 1013.9999999999999, 0.0]","[996.0000000000001, 1002.0, 0.0]","[-1.224449675155892, -14.282227293428871, -29.690053063950277]","[-30.940497146306868, -1.0814218850719266, -0.5512242809233745]"
232,232,232,232,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000232_RGB.png,"[882.0, 480.0, 1.0]","[906.0, 456.0, 1.0]","[864.0, 456.0, 1.0]","[954.0, 462.0, 1.0]","[858.0, 474.0, 0.0]","[1020.0, 612.0, 1.0]","[840.0, 612.0, 1.0]","[1062.0, 828.0, 1.0]","[798.0, 786.0, 0.0]","[1092.0, 966.0000000000001, 0.0]","[804.0, 642.0, 0.0]","[1002.0, 960.0, 1.0]","[858.0, 942.0, 1.0]","[1086.0, 1020.0, 0.0]","[840.0, 1098.0, 0.0]","[1098.0, 1020.0, 0.0]","[1020.0, 1013.9999999999999, 0.0]","[-1.050758622076811, -15.701169547395862, -32.35462235987874]","[-32.499771107922555, -1.5250578309537388, 0.08688978722071297]"
233,233,233,233,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000233_RGB.png,"[882.0, 474.0, 1.0]","[912.0, 456.0, 1.0]","[876.0, 456.0, 1.0]","[972.0, 468.0, 1.0]","[870.0, 474.0, 0.0]","[1020.0, 618.0, 1.0]","[846.0, 618.0, 1.0]","[1062.0, 828.0, 1.0]","[804.0, 792.0, 0.0]","[1080.0, 936.0, 0.0]","[804.0, 660.0, 0.0]","[1002.0, 954.0, 1.0]","[864.0, 942.0, 0.0]","[1086.0, 1020.0, 0.0]","[840.0, 1098.0, 0.0]","[1098.0, 1013.9999999999999, 0.0]","[1026.0, 1013.9999999999999, 0.0]","[-1.0282006730150277, -16.232593270816473, -33.5131018737391]","[-34.052202894503424, -1.76010762192834, 0.40639628848535914]"
234,234,234,234,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000234_RGB.png,"[888.0, 474.0, 1.0]","[918.0, 456.0, 1.0]","[876.0, 456.0, 1.0]","[978.0, 468.0, 1.0]","[876.0, 474.0, 0.0]","[1032.0, 612.0, 1.0]","[858.0, 612.0, 1.0]","[1044.0, 816.0, 1.0]","[816.0, 786.0, 1.0]","[1044.0, 1032.0, 0.0]","[774.0, 930.0, 0.0]","[996.0000000000001, 942.0, 1.0]","[864.0, 930.0, 1.0]","[1020.0, 1092.0, 0.0]","[840.0, 1092.0, 0.0]","[1032.0, 1062.0, 0.0]","[1032.0, 1013.9999999999999, 0.0]","[-1.1380461093284315, -16.83372792027285, -34.849557780088276]","[-36.66961415193532, -2.405298544909449, 0.7722148314427602]"
235,235,235,235,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000235_RGB.png,"[893.9999999999999, 474.0, 1.0]","[924.0, 456.0, 1.0]","[888.0, 456.0, 1.0]","[990.0, 468.0, 1.0]","[876.0, 474.0, 0.0]","[1026.0, 618.0, 1.0]","[858.0, 612.0, 1.0]","[1026.0, 816.0, 1.0]","[810.0, 786.0, 1.0]","[834.0, 654.0, 0.0]","[804.0, 852.0, 0.0]","[996.0000000000001, 936.0, 1.0]","[864.0, 930.0, 1.0]","[1020.0, 1092.0, 0.0]","[840.0, 1086.0, 0.0]","[1020.0, 1080.0, 0.0]","[1026.0, 1020.0, 0.0]","[-1.1359782216162881, -17.22099544719437, -35.79593758472185]","[-37.84798753233871, -2.3563047331805733, 0.3342590280047125]"
236,236,236,236,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000236_RGB.png,"[893.9999999999999, 474.0, 1.0]","[924.0, 456.0, 1.0]","[888.0, 462.0, 1.0]","[984.0, 474.0, 1.0]","[882.0, 474.0, 0.0]","[1032.0, 618.0, 1.0]","[870.0, 618.0, 1.0]","[1014.0, 810.0, 1.0]","[828.0, 786.0, 1.0]","[990.0, 852.0, 0.0]","[816.0, 852.0, 0.0]","[996.0000000000001, 924.0, 1.0]","[876.0, 924.0, 1.0]","[1008.0, 1092.0, 0.0]","[840.0, 1086.0, 0.0]","[1062.0, 912.0, 0.0]","[1452.0000000000002, 1092.0, 0.0]","[-1.1261877913248257, -17.401122922396013, -36.290112758944694]","[-39.4196867920834, -1.653240488412221, -0.6464526768064606]"
237,237,237,237,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000237_RGB.png,"[893.9999999999999, 474.0, 1.0]","[930.0, 456.0, 1.0]","[888.0, 456.0, 1.0]","[996.0000000000001, 468.0, 1.0]","[888.0, 468.0, 0.0]","[1032.0, 624.0, 1.0]","[876.0, 618.0, 1.0]","[1026.0, 816.0, 1.0]","[828.0, 792.0, 0.0]","[1002.0, 834.0, 0.0]","[822.0, 816.0, 0.0]","[990.0, 900.0, 0.0]","[876.0, 906.0, 0.0]","[1464.0, 456.0, 0.0]","[840.0, 1086.0, 0.0]","[1002.0, 1074.0, 0.0]","[1074.0, 912.0, 0.0]","[-1.11471595999467, -17.915935415571777, -37.73693161844381]","[-41.001771145564305, -1.0966208400793072, -0.9539354686505149]"
238,238,238,238,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000238_RGB.png,"[900.0, 474.0, 1.0]","[930.0, 456.0, 1.0]","[893.9999999999999, 462.0, 1.0]","[996.0000000000001, 468.0, 1.0]","[893.9999999999999, 474.0, 0.0]","[1032.0, 612.0, 1.0]","[882.0, 618.0, 1.0]","[1038.0, 828.0, 1.0]","[834.0, 792.0, 1.0]","[924.0, 726.0, 0.0]","[822.0, 846.0, 0.0]","[1002.0, 906.0, 0.0]","[888.0, 912.0, 1.0]","[1020.0, 912.0, 0.0]","[1044.0, 894.0, 0.0]","[1086.0, 906.0, 0.0]","[1080.0, 900.0, 0.0]","[-1.1105020627913278, -17.73471628830222, -37.27018690709305]","[-44.39528006726064, -1.8876978800347206, -0.18473095703297931]"
239,239,239,239,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000239_RGB.png,"[906.0, 474.0, 1.0]","[936.0, 456.0, 1.0]","[893.9999999999999, 456.0, 1.0]","[996.0000000000001, 468.0, 1.0]","[893.9999999999999, 468.0, 0.0]","[1032.0, 618.0, 1.0]","[888.0, 612.0, 1.0]","[1020.0, 816.0, 0.0]","[834.0, 798.0, 0.0]","[924.0, 720.0, 0.0]","[822.0, 828.0, 0.0]","[1014.0, 906.0, 0.0]","[876.0, 912.0, 1.0]","[1008.0, 930.0, 0.0]","[852.0, 1092.0, 0.0]","[1092.0, 906.0, 0.0]","[1086.0, 906.0, 0.0]","[-1.1029302092411584, -17.572253668091676, -36.775049619095114]","[-44.47465954499858, -1.054897546991099, -1.983483651003032]"
240,240,240,240,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000240_RGB.png,"[900.0, 474.0, 1.0]","[930.0, 456.0, 1.0]","[893.9999999999999, 462.0, 1.0]","[1002.0, 468.0, 1.0]","[882.0, 504.0, 0.0]","[1038.0, 618.0, 1.0]","[882.0, 618.0, 1.0]","[1020.0, 810.0, 0.0]","[828.0, 792.0, 0.0]","[1002.0, 852.0, 0.0]","[822.0, 828.0, 0.0]","[1008.0, 900.0, 0.0]","[876.0, 912.0, 0.0]","[1014.0, 912.0, 0.0]","[882.0, 930.0, 0.0]","[1074.0, 906.0, 0.0]","[1074.0, 906.0, 0.0]","[-1.123906860258181, -18.499409956051544, -38.858340910847105]","[-45.26462384559645, -1.5272298681107725, -0.9431472485691098]"
241,241,241,241,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000241_RGB.png,"[912.0, 474.0, 1.0]","[948.0, 456.0, 1.0]","[900.0, 456.0, 1.0]","[1002.0, 474.0, 1.0]","[882.0, 480.0, 0.0]","[1044.0, 618.0, 1.0]","[876.0, 618.0, 1.0]","[1062.0, 810.0, 1.0]","[834.0, 780.0, 1.0]","[1092.0, 930.0, 0.0]","[816.0, 834.0, 0.0]","[1002.0, 936.0, 1.0]","[870.0, 930.0, 1.0]","[1062.0, 906.0, 0.0]","[840.0, 1092.0, 0.0]","[1014.0, 1086.0, 0.0]","[1002.0, 1080.0, 0.0]","[-1.1033568711730168, -18.29672034317872, -38.50974541787769]","[-47.338608969619976, -2.9840245313101823, 3.3934493498449303]"
242,242,242,242,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000242_RGB.png,"[912.0, 474.0, 1.0]","[948.0, 450.0, 1.0]","[900.0, 456.0, 1.0]","[1002.0, 474.0, 1.0]","[893.9999999999999, 474.0, 0.0]","[1032.0, 618.0, 1.0]","[870.0, 618.0, 1.0]","[1062.0, 822.0, 1.0]","[822.0, 792.0, 1.0]","[1032.0, 972.0, 0.0]","[810.0, 870.0, 0.0]","[1008.0, 960.0, 1.0]","[870.0, 942.0, 1.0]","[1020.0, 1098.0, 0.0]","[846.0, 1098.0, 0.0]","[1080.0, 1008.0, 0.0]","[1074.0, 1008.0, 0.0]","[-1.1100666019130077, -18.098860499118125, -38.13869903759309]","[-46.42526657496076, -3.238296402010525, 3.6980464459520928]"
