,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
140,140,140,140,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000183_RGB.png,"[870.0, 504.0, 1.0]","[882.0, 480.0, 1.0]","[840.0, 491.99999999999994, 1.0]","[912.0, 491.99999999999994, 1.0]","[816.0, 534.0, 1.0]","[996.0000000000001, 594.0, 1.0]","[810.0, 636.0, 1.0]","[1110.0, 750.0, 1.0]","[816.0, 792.0, 0.0]","[1032.0, 858.0, 1.0]","[810.0, 930.0, 1.0]","[1044.0, 918.0, 1.0]","[882.0, 930.0, 1.0]","[1080.0, 1044.0, 0.0]","[840.0, 1056.0, 0.0]","[768.0, 1068.0, 0.0]","[828.0, 1056.0, 0.0]","[-2.2133360760885266, 28.91222976670463, -16.09297188109468]","[-1.3378848314046075, -9.111801556813232, -3.9440747377688234]"
141,141,141,141,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000184_RGB.png,"[864.0, 504.0, 1.0]","[876.0, 480.0, 1.0]","[834.0, 491.99999999999994, 1.0]","[912.0, 486.0, 1.0]","[810.0, 528.0, 1.0]","[1002.0, 600.0, 1.0]","[798.0, 630.0, 1.0]","[1128.0, 756.0, 1.0]","[804.0, 768.0, 0.0]","[1026.0, 870.0, 1.0]","[840.0, 840.0, 0.0]","[1056.0, 930.0, 1.0]","[888.0, 924.0, 1.0]","[1068.0, 1056.0, 0.0]","[900.0, 1032.0, 0.0]","[822.0, 1002.0, 0.0]","[834.0, 936.0, 0.0]","[-1.121049696725074, 32.540493118416194, -17.389152199484702]","[-1.3487178761464833, -8.857535933209332, -5.043336994541102]"
142,142,142,142,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000185_RGB.png,"[852.0, 510.0, 1.0]","[870.0, 486.0, 1.0]","[822.0, 504.0, 1.0]","[900.0, 491.99999999999994, 1.0]","[804.0, 528.0, 1.0]","[996.0000000000001, 594.0, 1.0]","[792.0, 636.0, 1.0]","[1116.0, 750.0, 1.0]","[798.0, 774.0, 0.0]","[1020.0, 876.0, 1.0]","[810.0, 930.0, 1.0]","[1038.0, 912.0, 1.0]","[888.0, 924.0, 1.0]","[852.0, 1050.0, 0.0]","[840.0, 1056.0, 0.0]","[828.0, 1050.0, 0.0]","[828.0, 1056.0, 0.0]","[-0.4080946908057606, 35.672630686394044, -18.21458987683953]","[-3.680244808072234, -8.072136061587518, -7.511477930680442]"
143,143,143,143,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000186_RGB.png,"[840.0, 516.0, 1.0]","[846.0, 486.0, 1.0]","[810.0, 504.0, 1.0]","[876.0, 491.99999999999994, 1.0]","[786.0, 540.0, 1.0]","[984.0, 594.0, 1.0]","[792.0, 630.0, 0.0]","[1110.0, 756.0, 1.0]","[786.0, 768.0, 0.0]","[996.0000000000001, 876.0, 1.0]","[828.0, 954.0, 0.0]","[1026.0, 918.0, 1.0]","[893.9999999999999, 924.0, 0.0]","[816.0, 834.0, 0.0]","[810.0, 840.0, 0.0]","[828.0, 924.0, 0.0]","[828.0, 930.0, 0.0]","[-0.1564593471306081, 37.42449354929503, -18.656385797785507]","[-3.624415860637642, -8.10515090195423, -7.6033681228174785]"
144,144,144,144,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000187_RGB.png,"[834.0, 516.0, 1.0]","[840.0, 491.99999999999994, 1.0]","[804.0, 510.0, 1.0]","[870.0, 491.99999999999994, 0.0]","[780.0, 540.0, 1.0]","[978.0, 588.0, 1.0]","[786.0, 642.0, 1.0]","[1104.0, 750.0, 1.0]","[786.0, 768.0, 0.0]","[996.0000000000001, 870.0, 1.0]","[822.0, 942.0, 0.0]","[1008.0, 918.0, 0.0]","[882.0, 918.0, 1.0]","[810.0, 840.0, 0.0]","[840.0, 996.0000000000001, 0.0]","[828.0, 1062.0, 0.0]","[870.0, 1008.0, 0.0]","[0.003704117573450016, 38.45579444223741, -18.984428571712847]","[-4.166921101432699, -6.952199525435125, -9.731059332817077]"
145,145,145,145,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000188_RGB.png,"[822.0, 528.0, 1.0]","[828.0, 504.0, 1.0]","[792.0, 522.0, 1.0]","[858.0, 498.00000000000006, 0.0]","[762.0, 540.0, 1.0]","[978.0, 600.0, 1.0]","[786.0, 636.0, 0.0]","[1098.0, 750.0, 1.0]","[792.0, 768.0, 0.0]","[1002.0, 882.0, 1.0]","[822.0, 936.0, 1.0]","[1038.0, 918.0, 0.0]","[876.0, 918.0, 0.0]","[1056.0, 1080.0, 0.0]","[870.0, 1080.0, 0.0]","[822.0, 1080.0, 0.0]","[822.0, 924.0, 0.0]","[0.3574613128678003, 39.818687231749124, -19.574676914791947]","[-4.177610552467649, -7.0590973368500105, -9.675826526246997]"
146,146,146,146,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000189_RGB.png,"[810.0, 528.0, 1.0]","[816.0, 498.00000000000006, 1.0]","[786.0, 516.0, 1.0]","[852.0, 498.00000000000006, 1.0]","[762.0, 558.0, 1.0]","[954.0, 588.0, 1.0]","[780.0, 636.0, 1.0]","[1092.0, 744.0, 1.0]","[780.0, 774.0, 0.0]","[996.0000000000001, 876.0, 1.0]","[822.0, 936.0, 0.0]","[1020.0, 918.0, 0.0]","[858.0, 840.0, 0.0]","[1044.0, 1020.0, 0.0]","[870.0, 1068.0, 0.0]","[840.0, 930.0, 0.0]","[840.0, 930.0, 0.0]","[0.5380689387424059, 40.2807134065885, -19.882029783834223]","[-4.069370015657174, -6.966162550189816, -10.004684295874341]"
147,147,147,147,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000190_RGB.png,"[804.0, 522.0, 1.0]","[810.0, 498.00000000000006, 1.0]","[774.0, 522.0, 1.0]","[846.0, 498.00000000000006, 1.0]","[762.0, 558.0, 1.0]","[948.0, 588.0, 1.0]","[762.0, 642.0, 1.0]","[1086.0, 738.0, 1.0]","[780.0, 774.0, 0.0]","[984.0, 888.0, 1.0]","[834.0, 942.0, 0.0]","[1020.0, 924.0, 0.0]","[852.0, 852.0, 0.0]","[798.0, 846.0, 0.0]","[930.0, 1074.0, 0.0]","[846.0, 930.0, 0.0]","[852.0, 936.0, 0.0]","[0.7638704619146506, 41.15527999811933, -20.58767195030982]","[-4.173436245402297, -6.910204616467339, -10.400221319903647]"
148,148,148,148,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000191_RGB.png,"[792.0, 540.0, 0.0]","[798.0, 504.0, 1.0]","[768.0, 528.0, 1.0]","[840.0, 491.99999999999994, 1.0]","[750.0, 552.0, 1.0]","[948.0, 594.0, 1.0]","[762.0, 648.0, 1.0]","[1080.0, 738.0, 1.0]","[774.0, 768.0, 0.0]","[990.0, 888.0, 1.0]","[822.0, 936.0, 1.0]","[1014.0, 924.0, 0.0]","[858.0, 858.0, 0.0]","[816.0, 846.0, 0.0]","[828.0, 906.0, 0.0]","[834.0, 924.0, 0.0]","[834.0, 924.0, 0.0]","[0.752120226073433, 41.58597946913157, -21.05618253410271]","[-4.18881328502943, -6.902445383346604, -10.676294169868303]"
149,149,149,149,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000192_RGB.png,"[786.0, 534.0, 0.0]","[792.0, 504.0, 1.0]","[768.0, 528.0, 1.0]","[828.0, 491.99999999999994, 1.0]","[750.0, 564.0, 0.0]","[936.0, 594.0, 1.0]","[768.0, 642.0, 0.0]","[1080.0, 738.0, 1.0]","[768.0, 768.0, 0.0]","[990.0, 888.0, 1.0]","[822.0, 918.0, 0.0]","[1008.0, 924.0, 0.0]","[912.0, 983.9999999999999, 0.0]","[810.0, 846.0, 0.0]","[786.0, 834.0, 0.0]","[840.0, 912.0, 0.0]","[834.0, 912.0, 0.0]","[0.5024770597873777, 41.8644481575673, -21.445910142670886]","[-4.460211947454997, -6.873177350102696, -11.16246232684429]"
150,150,150,150,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000193_RGB.png,"[786.0, 546.0, 1.0]","[804.0, 510.0, 1.0]","[762.0, 534.0, 1.0]","[828.0, 504.0, 1.0]","[744.0, 564.0, 1.0]","[942.0, 594.0, 1.0]","[756.0, 636.0, 1.0]","[1086.0, 732.0, 1.0]","[762.0, 774.0, 0.0]","[990.0, 888.0, 1.0]","[846.0, 918.0, 0.0]","[1014.0, 912.0, 1.0]","[846.0, 852.0, 0.0]","[780.0, 834.0, 0.0]","[780.0, 840.0, 0.0]","[840.0, 912.0, 0.0]","[846.0, 912.0, 0.0]","[0.009856751716092902, 42.00383924289174, -21.804706528415362]","[-4.611655623453745, -6.7503520452398, -11.312775363435]"
151,151,151,151,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000194_RGB.png,"[780.0, 564.0, 1.0]","[804.0, 528.0, 1.0]","[756.0, 552.0, 1.0]","[822.0, 516.0, 1.0]","[744.0, 570.0, 0.0]","[948.0, 600.0, 1.0]","[756.0, 642.0, 1.0]","[1074.0, 732.0, 1.0]","[762.0, 780.0, 0.0]","[966.0, 900.0, 1.0]","[696.0, 660.0, 0.0]","[1014.0, 930.0, 0.0]","[834.0, 840.0, 0.0]","[780.0, 834.0, 0.0]","[786.0, 834.0, 0.0]","[840.0, 924.0, 0.0]","[846.0, 924.0, 0.0]","[-0.4450535548079906, 42.294099410129874, -21.907958814184923]","[-4.598177922622315, -6.6660556975547784, -11.538936445982355]"
152,152,152,152,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000195_RGB.png,"[774.0, 540.0, 0.0]","[786.0, 516.0, 1.0]","[756.0, 528.0, 1.0]","[822.0, 510.0, 1.0]","[732.0, 564.0, 1.0]","[924.0, 594.0, 1.0]","[750.0, 648.0, 1.0]","[1074.0, 726.0, 1.0]","[792.0, 834.0, 0.0]","[966.0, 906.0, 1.0]","[816.0, 864.0, 0.0]","[1044.0, 906.0, 0.0]","[852.0, 846.0, 0.0]","[1116.0, 990.0, 0.0]","[828.0, 876.0, 0.0]","[852.0, 966.0000000000001, 0.0]","[852.0, 966.0000000000001, 0.0]","[-0.43057057712123586, 42.521036935993926, -21.92810111256842]","[-5.026966758069841, -6.232628895334739, -12.419734788310073]"
153,153,153,153,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000196_RGB.png,"[774.0, 558.0, 0.0]","[780.0, 534.0, 1.0]","[756.0, 546.0, 1.0]","[810.0, 516.0, 1.0]","[732.0, 570.0, 1.0]","[924.0, 594.0, 1.0]","[750.0, 642.0, 1.0]","[1074.0, 726.0, 1.0]","[762.0, 750.0, 0.0]","[972.0, 900.0, 1.0]","[804.0, 852.0, 0.0]","[1044.0, 912.0, 0.0]","[834.0, 834.0, 0.0]","[804.0, 846.0, 0.0]","[798.0, 858.0, 0.0]","[840.0, 930.0, 0.0]","[834.0, 930.0, 0.0]","[0.554760774541618, 43.826703283701725, -22.315765398014815]","[-4.878249419694678, -5.933993581944371, -12.914294013076807]"
154,154,154,154,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000197_RGB.png,"[768.0, 570.0, 1.0]","[786.0, 534.0, 1.0]","[750.0, 558.0, 1.0]","[804.0, 522.0, 1.0]","[732.0, 570.0, 0.0]","[912.0, 588.0, 1.0]","[774.0, 660.0, 0.0]","[1074.0, 720.0, 1.0]","[750.0, 750.0, 0.0]","[978.0, 900.0, 1.0]","[840.0, 954.0, 0.0]","[1008.0, 918.0, 0.0]","[906.0, 912.0, 0.0]","[1050.0, 1008.0, 0.0]","[768.0, 846.0, 0.0]","[840.0, 930.0, 0.0]","[834.0, 936.0, 0.0]","[0.9378919577577172, 44.2848103178549, -22.58741066925898]","[-4.366682167282451, -5.608623188388418, -13.988967762306718]"
155,155,155,155,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000198_RGB.png,"[762.0, 564.0, 1.0]","[762.0, 534.0, 1.0]","[738.0, 552.0, 1.0]","[804.0, 510.0, 1.0]","[720.0, 576.0, 0.0]","[893.9999999999999, 588.0, 1.0]","[744.0, 654.0, 0.0]","[1068.0, 726.0, 1.0]","[762.0, 780.0, 0.0]","[978.0, 906.0, 1.0]","[834.0, 954.0, 1.0]","[1032.0, 906.0, 0.0]","[888.0, 900.0, 0.0]","[1050.0, 1013.9999999999999, 0.0]","[762.0, 840.0, 0.0]","[816.0, 924.0, 0.0]","[810.0, 924.0, 0.0]","[2.301221923914127, 45.391813776587014, -23.388301790484984]","[-4.325974786993172, -3.510141616380207, -16.986224038086124]"
156,156,156,156,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000199_RGB.png,"[762.0, 564.0, 0.0]","[750.0, 528.0, 0.0]","[732.0, 552.0, 0.0]","[792.0, 504.0, 1.0]","[720.0, 582.0, 0.0]","[948.0, 606.0, 1.0]","[768.0, 690.0, 0.0]","[1086.0, 738.0, 1.0]","[762.0, 792.0, 0.0]","[966.0, 900.0, 1.0]","[834.0, 936.0, 1.0]","[1038.0, 918.0, 0.0]","[1032.0, 918.0, 0.0]","[792.0, 840.0, 0.0]","[774.0, 846.0, 0.0]","[828.0, 936.0, 0.0]","[828.0, 936.0, 0.0]","[3.227265276226382, 46.163914251815626, -23.944311456244964]","[-7.347416229004365, -3.9331179421140363, -14.753768943455347]"
157,157,157,157,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000200_RGB.png,"[750.0, 582.0, 0.0]","[744.0, 546.0, 0.0]","[732.0, 564.0, 0.0]","[774.0, 516.0, 0.0]","[714.0, 582.0, 0.0]","[936.0, 600.0, 1.0]","[720.0, 636.0, 0.0]","[1080.0, 732.0, 1.0]","[774.0, 846.0, 0.0]","[978.0, 900.0, 1.0]","[834.0, 948.0, 1.0]","[1038.0, 918.0, 0.0]","[1026.0, 918.0, 0.0]","[780.0, 846.0, 0.0]","[762.0, 792.0, 0.0]","[852.0, 942.0, 0.0]","[852.0, 948.0, 0.0]","[4.445823967895513, 47.09306522549351, -24.720068656501095]","[-2.2754204646590575, -3.1286905742435307, -19.760066874869697]"
158,158,158,158,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000201_RGB.png,"[738.0, 588.0, 0.0]","[750.0, 552.0, 0.0]","[720.0, 582.0, 0.0]","[762.0, 522.0, 1.0]","[714.0, 576.0, 0.0]","[936.0, 606.0, 1.0]","[768.0, 684.0, 0.0]","[1074.0, 732.0, 1.0]","[768.0, 786.0, 0.0]","[972.0, 912.0, 1.0]","[852.0, 942.0, 0.0]","[1038.0, 912.0, 0.0]","[1032.0, 918.0, 0.0]","[852.0, 936.0, 0.0]","[852.0, 936.0, 0.0]","[948.0, 936.0, 0.0]","[948.0, 930.0, 0.0]","[5.726834430712097, 48.09572243781853, -25.782001993400772]","[-2.321418202287241, -2.9887949897273844, -20.109762759443782]"
159,159,159,159,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000202_RGB.png,"[738.0, 582.0, 0.0]","[738.0, 546.0, 0.0]","[720.0, 576.0, 0.0]","[774.0, 522.0, 0.0]","[708.0, 588.0, 0.0]","[930.0, 600.0, 0.0]","[714.0, 636.0, 0.0]","[1062.0, 720.0, 1.0]","[750.0, 780.0, 0.0]","[984.0, 888.0, 0.0]","[960.0, 912.0, 0.0]","[1026.0, 906.0, 0.0]","[1014.0, 912.0, 0.0]","[846.0, 936.0, 0.0]","[756.0, 798.0, 0.0]","[852.0, 942.0, 0.0]","[852.0, 942.0, 0.0]","[6.135691320907239, 48.307568574663, -26.190708362599516]","[-2.311453838345919, -2.9294925479860683, -20.587781293872286]"
160,160,160,160,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000203_RGB.png,"[732.0, 594.0, 0.0]","[732.0, 558.0, 0.0]","[714.0, 588.0, 0.0]","[762.0, 528.0, 0.0]","[702.0, 588.0, 0.0]","[900.0, 582.0, 0.0]","[744.0, 684.0, 0.0]","[1062.0, 732.0, 1.0]","[756.0, 780.0, 0.0]","[960.0, 900.0, 1.0]","[960.0, 900.0, 0.0]","[1008.0, 906.0, 0.0]","[1002.0, 912.0, 0.0]","[768.0, 858.0, 0.0]","[762.0, 858.0, 0.0]","[864.0, 978.0, 0.0]","[870.0, 978.0, 0.0]","[7.1249060515833245, 48.77572812587255, -27.30399385870138]","[-2.375617777168816, -2.824955460028568, -21.49434696263759]"
161,161,161,161,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000204_RGB.png,"[720.0, 594.0, 0.0]","[732.0, 558.0, 0.0]","[708.0, 588.0, 0.0]","[744.0, 522.0, 0.0]","[696.0, 588.0, 0.0]","[893.9999999999999, 582.0, 0.0]","[738.0, 636.0, 0.0]","[1056.0, 726.0, 1.0]","[756.0, 780.0, 0.0]","[984.0, 888.0, 1.0]","[960.0, 900.0, 0.0]","[1014.0, 900.0, 0.0]","[996.0000000000001, 912.0, 0.0]","[762.0, 852.0, 0.0]","[750.0, 858.0, 0.0]","[858.0, 990.0, 0.0]","[864.0, 990.0, 0.0]","[7.654560139668419, 48.88293694220697, -28.17279969694043]","[-2.380487112409727, -2.7584373193960494, -21.91382285001346]"
162,162,162,162,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000205_RGB.png,"[714.0, 600.0, 0.0]","[720.0, 564.0, 0.0]","[708.0, 606.0, 0.0]","[744.0, 534.0, 0.0]","[684.0, 600.0, 0.0]","[882.0, 570.0, 0.0]","[744.0, 852.0, 0.0]","[1062.0, 720.0, 1.0]","[720.0, 840.0, 0.0]","[960.0, 900.0, 1.0]","[828.0, 954.0, 0.0]","[1014.0, 912.0, 0.0]","[918.0, 912.0, 0.0]","[840.0, 906.0, 0.0]","[732.0, 804.0, 0.0]","[846.0, 983.9999999999999, 0.0]","[852.0, 983.9999999999999, 0.0]","[7.809907321776527, 48.805093183137465, -28.66555625844226]","[-1.6904243650910824, -2.4907387121680213, -23.946381460461605]"
163,163,163,163,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000206_RGB.png,"[720.0, 600.0, 0.0]","[714.0, 558.0, 0.0]","[696.0, 600.0, 0.0]","[750.0, 528.0, 0.0]","[684.0, 594.0, 0.0]","[888.0, 606.0, 0.0]","[726.0000000000001, 672.0, 0.0]","[1056.0, 726.0, 1.0]","[720.0, 714.0, 0.0]","[942.0, 912.0, 1.0]","[948.0, 918.0, 0.0]","[1020.0, 912.0, 0.0]","[990.0, 918.0, 0.0]","[774.0, 780.0, 0.0]","[714.0, 780.0, 0.0]","[828.0, 930.0, 0.0]","[834.0, 924.0, 0.0]","[7.9371310579011585, 48.66377123797483, -28.99984855811361]","[-1.8949983375506119, -2.0349922173882695, -26.241621006497535]"
164,164,164,164,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000207_RGB.png,"[720.0, 606.0, 0.0]","[714.0, 570.0, 0.0]","[702.0, 606.0, 0.0]","[750.0, 540.0, 0.0]","[684.0, 576.0, 0.0]","[893.9999999999999, 606.0, 0.0]","[726.0000000000001, 666.0, 0.0]","[1056.0, 726.0, 1.0]","[714.0, 708.0, 0.0]","[954.0, 906.0, 1.0]","[948.0, 918.0, 0.0]","[1020.0, 918.0, 0.0]","[738.0, 690.0, 0.0]","[762.0, 786.0, 0.0]","[708.0, 786.0, 0.0]","[738.0, 858.0, 0.0]","[702.0, 858.0, 0.0]","[8.19749874742497, 48.22403115197065, -29.46374768709657]","[-1.6019392785267221, -1.6403791768348195, -27.408129393349906]"
165,165,165,165,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000208_RGB.png,"[714.0, 618.0, 0.0]","[726.0000000000001, 606.0, 0.0]","[696.0, 612.0, 0.0]","[738.0, 546.0, 0.0]","[684.0, 606.0, 0.0]","[893.9999999999999, 582.0, 0.0]","[768.0, 858.0, 0.0]","[1050.0, 726.0, 1.0]","[738.0, 846.0, 0.0]","[948.0, 906.0, 1.0]","[948.0, 918.0, 0.0]","[1032.0, 912.0, 0.0]","[984.0, 912.0, 0.0]","[756.0, 834.0, 0.0]","[744.0, 834.0, 0.0]","[696.0, 858.0, 0.0]","[696.0, 858.0, 0.0]","[8.316007502225185, 48.072984183785536, -29.598852248813795]","[-1.7648658348668171, -1.2441035175033455, -27.807274648050104]"
166,166,166,166,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000209_RGB.png,"[714.0, 600.0, 0.0]","[726.0000000000001, 564.0, 0.0]","[696.0, 600.0, 0.0]","[738.0, 540.0, 0.0]","[684.0, 594.0, 0.0]","[882.0, 588.0, 0.0]","[732.0, 690.0, 0.0]","[1050.0, 720.0, 1.0]","[756.0, 756.0, 0.0]","[948.0, 906.0, 1.0]","[948.0, 912.0, 0.0]","[1026.0, 918.0, 0.0]","[990.0, 924.0, 0.0]","[858.0, 936.0, 0.0]","[738.0, 774.0, 0.0]","[768.0, 900.0, 0.0]","[678.0, 840.0, 0.0]","[8.876200213852654, 47.582289430653205, -30.144742547700783]","[-1.9245240739596783, -1.2349205032948376, -27.26548114432012]"
167,167,167,167,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000210_RGB.png,"[714.0, 624.0, 0.0]","[714.0, 606.0, 0.0]","[696.0, 618.0, 0.0]","[732.0, 552.0, 0.0]","[684.0, 606.0, 0.0]","[870.0, 582.0, 0.0]","[744.0, 858.0, 0.0]","[1050.0, 720.0, 1.0]","[1044.0, 726.0, 0.0]","[936.0, 924.0, 1.0]","[816.0, 942.0, 0.0]","[1014.0, 924.0, 0.0]","[690.0, 678.0, 0.0]","[744.0, 774.0, 0.0]","[678.0, 774.0, 0.0]","[684.0, 840.0, 0.0]","[678.0, 846.0, 0.0]","[9.072531754310717, 47.003330399479616, -30.329059248672735]","[-2.4168350477371514, -0.6252424298380733, -27.838012476847375]"
168,168,168,168,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000211_RGB.png,"[720.0, 624.0, 0.0]","[720.0, 600.0, 0.0]","[690.0, 606.0, 0.0]","[750.0, 576.0, 0.0]","[672.0, 600.0, 0.0]","[876.0, 576.0, 0.0]","[756.0, 846.0, 0.0]","[1050.0, 720.0, 1.0]","[732.0, 840.0, 0.0]","[972.0, 900.0, 1.0]","[828.0, 966.0000000000001, 0.0]","[762.0, 666.0, 0.0]","[720.0, 666.0, 0.0]","[750.0, 774.0, 0.0]","[684.0, 768.0, 0.0]","[744.0, 840.0, 0.0]","[684.0, 846.0, 0.0]","[9.08741334587853, 46.406021184024375, -30.215490177892725]","[-2.346373124280764, -0.6319342809267421, -27.6717269730142]"
169,169,169,169,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000212_RGB.png,"[720.0, 624.0, 1.0]","[720.0, 600.0, 1.0]","[696.0, 612.0, 0.0]","[750.0, 558.0, 1.0]","[678.0, 606.0, 0.0]","[846.0, 594.0, 1.0]","[726.0000000000001, 684.0, 0.0]","[1044.0, 720.0, 1.0]","[672.0, 696.0, 0.0]","[954.0, 918.0, 1.0]","[924.0, 936.0, 0.0]","[756.0, 690.0, 0.0]","[684.0, 696.0, 0.0]","[744.0, 774.0, 0.0]","[720.0, 780.0, 0.0]","[684.0, 852.0, 0.0]","[684.0, 858.0, 0.0]","[8.189026452427273, 44.994812956283674, -29.477040130374007]","[-4.763928193717544, -0.05948796566644489, -27.403094375032534]"
170,170,170,170,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000213_RGB.png,"[714.0, 624.0, 0.0]","[714.0, 588.0, 0.0]","[690.0, 612.0, 0.0]","[750.0, 546.0, 0.0]","[678.0, 606.0, 0.0]","[876.0, 600.0, 0.0]","[726.0000000000001, 678.0, 0.0]","[1050.0, 726.0, 1.0]","[660.0, 696.0, 0.0]","[936.0, 906.0, 1.0]","[936.0, 912.0, 0.0]","[1032.0, 918.0, 0.0]","[732.0, 690.0, 0.0]","[672.0, 786.0, 0.0]","[678.0, 780.0, 0.0]","[678.0, 858.0, 0.0]","[738.0, 852.0, 0.0]","[6.899597555838608, 43.28658674267485, -28.277902574358347]","[-4.464591372384804, -0.1826405265624458, -27.07608444448583]"
171,171,171,171,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000214_RGB.png,"[708.0, 612.0, 0.0]","[708.0, 564.0, 0.0]","[702.0, 582.0, 0.0]","[738.0, 540.0, 1.0]","[678.0, 624.0, 0.0]","[893.9999999999999, 594.0, 1.0]","[744.0, 708.0, 0.0]","[1044.0, 720.0, 1.0]","[738.0, 852.0, 0.0]","[972.0, 906.0, 1.0]","[822.0, 954.0, 0.0]","[906.0, 936.0, 0.0]","[918.0, 936.0, 0.0]","[618.0, 798.0, 0.0]","[618.0, 798.0, 0.0]","[780.0, 912.0, 0.0]","[780.0, 918.0, 0.0]","[6.265704188610912, 42.36617755402033, -27.66733605068266]","[-4.258720667637021, -0.3535079691540019, -26.89386579022594]"
172,172,172,172,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000215_RGB.png,"[726.0000000000001, 618.0, 1.0]","[720.0, 576.0, 1.0]","[708.0, 612.0, 0.0]","[762.0, 546.0, 1.0]","[672.0, 600.0, 0.0]","[882.0, 606.0, 1.0]","[732.0, 678.0, 0.0]","[1050.0, 720.0, 1.0]","[732.0, 846.0, 0.0]","[954.0, 906.0, 1.0]","[822.0, 960.0, 1.0]","[972.0, 930.0, 0.0]","[893.9999999999999, 924.0, 0.0]","[738.0, 846.0, 0.0]","[732.0, 786.0, 0.0]","[738.0, 846.0, 0.0]","[732.0, 852.0, 0.0]","[2.8824757236647116, 38.33947220044613, -24.459586688949393]","[-4.6899847571031446, -0.3730035001393799, -26.684205396587288]"
173,173,173,173,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000216_RGB.png,"[714.0, 588.0, 1.0]","[720.0, 552.0, 1.0]","[696.0, 576.0, 1.0]","[762.0, 528.0, 1.0]","[672.0, 594.0, 0.0]","[870.0, 606.0, 1.0]","[732.0, 678.0, 1.0]","[1050.0, 720.0, 1.0]","[732.0, 768.0, 0.0]","[954.0, 906.0, 1.0]","[828.0, 960.0, 0.0]","[750.0, 846.0, 0.0]","[732.0, 846.0, 0.0]","[744.0, 858.0, 0.0]","[732.0, 864.0, 0.0]","[768.0, 906.0, 0.0]","[774.0, 912.0, 0.0]","[1.9364771153403915, 37.1589069328588, -23.531342509083338]","[-4.395513803849688, -0.3643743639322111, -26.44563781678405]"
