,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
71,71,71,71,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000071_RGB.png,"[966.0, 516.0, 1.0]","[978.0, 491.99999999999994, 1.0]","[942.0, 491.99999999999994, 1.0]","[1002.0, 522.0, 1.0]","[900.0, 516.0, 1.0]","[1050.0, 654.0, 1.0]","[846.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 834.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1020.0, 948.0, 0.0]","[900.0, 983.9999999999999, 0.0]","[1038.0, 1080.0, 0.0]","[912.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-0.9731069526689008, -0.07671343513060552, 18.339204873446736]","[1.8577710036793467, -9.283422148397635, 2.6667388442328557]"
72,72,72,72,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000072_RGB.png,"[960.0, 516.0, 1.0]","[978.0, 491.99999999999994, 1.0]","[936.0, 491.99999999999994, 1.0]","[1002.0, 510.0, 1.0]","[900.0, 516.0, 1.0]","[1050.0, 654.0, 1.0]","[840.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[786.0, 828.0, 1.0]","[1002.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1014.0, 948.0, 1.0]","[900.0, 990.0, 0.0]","[942.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-1.584484921720111, -0.3415450006204979, 15.587725055748418]","[1.6944829132818602, -9.264906947235307, 2.531878827652797]"
73,73,73,73,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000073_RGB.png,"[960.0, 516.0, 1.0]","[972.0, 491.99999999999994, 1.0]","[936.0, 491.99999999999994, 1.0]","[1002.0, 516.0, 1.0]","[900.0, 516.0, 1.0]","[1050.0, 654.0, 1.0]","[846.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 834.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1014.0, 948.0, 1.0]","[900.0, 990.0, 0.0]","[948.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[936.0, 1074.0, 0.0]","[924.0, 1074.0, 0.0]","[-2.3864311041472503, -0.6496579395516445, 12.77792750038205]","[1.6532476340029698, -9.160678122258403, 1.9235018822329442]"
74,74,74,74,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000074_RGB.png,"[954.0, 510.0, 1.0]","[972.0, 486.0, 1.0]","[930.0, 491.99999999999994, 1.0]","[1002.0, 504.0, 1.0]","[900.0, 510.0, 1.0]","[1044.0, 654.0, 1.0]","[846.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1020.0, 942.0, 1.0]","[900.0, 990.0, 0.0]","[948.0, 1080.0, 0.0]","[846.0, 1080.0, 0.0]","[942.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-3.7987061577438554, -1.221700613204472, 9.360255098150692]","[1.547296438482899, -9.133352516692305, 1.770801398959951]"
75,75,75,75,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000075_RGB.png,"[948.0, 510.0, 1.0]","[972.0, 491.99999999999994, 1.0]","[930.0, 491.99999999999994, 1.0]","[1002.0, 510.0, 1.0]","[893.9999999999999, 510.0, 1.0]","[1050.0, 648.0, 1.0]","[846.0, 648.0, 1.0]","[1092.0, 858.0, 1.0]","[792.0, 834.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1020.0, 948.0, 0.0]","[893.9999999999999, 990.0, 0.0]","[942.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-5.092535104683043, -2.038300539715042, 6.703132524467849]","[1.5164214187986798, -9.123934134194686, 1.6374678254115178]"
76,76,76,76,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000076_RGB.png,"[948.0, 510.0, 1.0]","[972.0, 491.99999999999994, 1.0]","[930.0, 491.99999999999994, 1.0]","[1002.0, 510.0, 1.0]","[893.9999999999999, 510.0, 1.0]","[1044.0, 654.0, 1.0]","[846.0, 648.0, 1.0]","[1092.0, 852.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1026.0, 942.0, 0.0]","[893.9999999999999, 990.0, 0.0]","[954.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[942.0, 1074.0, 0.0]","[924.0, 1074.0, 0.0]","[-6.061194303476917, -2.642697195753827, 4.794154214178332]","[1.2633725528790467, -9.195699586074047, 2.161592350894794]"
77,77,77,77,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000077_RGB.png,"[948.0, 510.0, 1.0]","[966.0, 491.99999999999994, 1.0]","[930.0, 491.99999999999994, 1.0]","[1002.0, 510.0, 1.0]","[893.9999999999999, 510.0, 0.0]","[1044.0, 660.0, 1.0]","[846.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 834.0, 1.0]","[1002.0, 966.0000000000001, 1.0]","[893.9999999999999, 972.0, 1.0]","[1032.0, 990.0, 0.0]","[893.9999999999999, 996.0000000000001, 0.0]","[948.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-6.302958906503025, -2.75819850441463, 4.40152824116204]","[1.0817680692065468, -9.179734524852384, 1.8938421655787798]"
78,78,78,78,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000078_RGB.png,"[948.0, 510.0, 1.0]","[966.0, 491.99999999999994, 1.0]","[930.0, 491.99999999999994, 1.0]","[1002.0, 504.0, 1.0]","[893.9999999999999, 510.0, 0.0]","[1044.0, 660.0, 1.0]","[840.0, 654.0, 1.0]","[1092.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1020.0, 948.0, 0.0]","[893.9999999999999, 990.0, 0.0]","[954.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[942.0, 1074.0, 0.0]","[924.0, 1074.0, 0.0]","[-6.826776195135478, -3.001354638549684, 3.5910532829006265]","[0.9732892352029233, -9.302719215590164, 1.5221979485894772]"
79,79,79,79,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000079_RGB.png,"[948.0, 510.0, 1.0]","[966.0, 491.99999999999994, 1.0]","[924.0, 491.99999999999994, 1.0]","[1002.0, 504.0, 1.0]","[893.9999999999999, 510.0, 0.0]","[1044.0, 660.0, 1.0]","[840.0, 654.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1020.0, 948.0, 0.0]","[893.9999999999999, 990.0, 0.0]","[954.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[942.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-7.021743529218357, -3.0546627834516205, 3.5686596153934103]","[1.7237167806826572, -9.678229421123572, 1.394358080458218]"
80,80,80,80,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000080_RGB.png,"[948.0, 510.0, 1.0]","[966.0, 491.99999999999994, 1.0]","[930.0, 491.99999999999994, 1.0]","[1002.0, 510.0, 1.0]","[888.0, 516.0, 0.0]","[1044.0, 660.0, 1.0]","[840.0, 654.0, 1.0]","[1098.0, 858.0, 1.0]","[786.0, 840.0, 1.0]","[1002.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1014.0, 948.0, 0.0]","[900.0, 990.0, 0.0]","[942.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-7.1026503273538095, -3.088587828128115, 3.6157885185912884]","[1.250179607124591, -9.66245771172653, 1.5228920284115544]"
81,81,81,81,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000081_RGB.png,"[948.0, 510.0, 1.0]","[966.0, 491.99999999999994, 1.0]","[924.0, 491.99999999999994, 1.0]","[1002.0, 504.0, 1.0]","[893.9999999999999, 510.0, 0.0]","[1044.0, 660.0, 1.0]","[840.0, 648.0, 1.0]","[1092.0, 858.0, 1.0]","[798.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 978.0, 1.0]","[1026.0, 948.0, 0.0]","[900.0, 996.0000000000001, 0.0]","[942.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-7.121591349112805, -3.3098441973986223, 3.9228015791039854]","[1.8122652701469946, -9.945967107394448, 1.385780591315115]"
82,82,82,82,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000082_RGB.png,"[948.0, 510.0, 1.0]","[966.0, 491.99999999999994, 1.0]","[924.0, 491.99999999999994, 1.0]","[1002.0, 510.0, 1.0]","[893.9999999999999, 516.0, 0.0]","[1044.0, 660.0, 1.0]","[840.0, 654.0, 1.0]","[1092.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1014.0, 966.0000000000001, 1.0]","[893.9999999999999, 972.0, 1.0]","[1014.0, 948.0, 0.0]","[893.9999999999999, 990.0, 0.0]","[942.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-7.041999436458821, -4.073934765070117, 5.0231111250514]","[1.7344062508831048, -9.90045194737074, 0.9843527150554463]"
83,83,83,83,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000083_RGB.png,"[948.0, 510.0, 1.0]","[966.0, 491.99999999999994, 1.0]","[924.0, 491.99999999999994, 1.0]","[1002.0, 510.0, 1.0]","[900.0, 516.0, 1.0]","[1044.0, 660.0, 1.0]","[840.0, 654.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[893.9999999999999, 972.0, 1.0]","[1020.0, 942.0, 1.0]","[900.0, 990.0, 0.0]","[942.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-6.879920790262249, -4.80303499158562, 7.047117674485168]","[1.4481652955796627, -9.845153868320805, 0.695068711318198]"
84,84,84,84,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000084_RGB.png,"[954.0, 510.0, 1.0]","[972.0, 491.99999999999994, 1.0]","[930.0, 491.99999999999994, 1.0]","[1002.0, 510.0, 1.0]","[900.0, 516.0, 1.0]","[1044.0, 660.0, 1.0]","[846.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1026.0, 948.0, 0.0]","[900.0, 996.0000000000001, 0.0]","[1038.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-6.456501189238368, -5.520128486408704, 10.418354031693845]","[1.2189982447361356, -9.834998884441866, 0.9158784657023706]"
85,85,85,85,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000085_RGB.png,"[954.0, 510.0, 1.0]","[972.0, 486.0, 1.0]","[936.0, 486.0, 1.0]","[1002.0, 510.0, 1.0]","[900.0, 510.0, 1.0]","[1044.0, 654.0, 1.0]","[840.0, 648.0, 1.0]","[1092.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1020.0, 948.0, 0.0]","[900.0, 996.0000000000001, 0.0]","[942.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-6.122115799195185, -5.8233037793539895, 13.109931661007977]","[1.405456255071662, -9.94948126382179, 2.2588278963517228]"
86,86,86,86,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000086_RGB.png,"[960.0, 510.0, 1.0]","[972.0, 486.0, 1.0]","[936.0, 486.0, 1.0]","[1002.0, 510.0, 1.0]","[893.9999999999999, 510.0, 1.0]","[1044.0, 654.0, 1.0]","[840.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[786.0, 840.0, 1.0]","[1014.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1014.0, 948.0, 0.0]","[893.9999999999999, 990.0, 0.0]","[1032.0, 1080.0, 0.0]","[846.0, 1080.0, 0.0]","[936.0, 1074.0, 0.0]","[870.0, 1080.0, 0.0]","[-5.6866402493703445, -6.045281557877374, 15.631909825469956]","[1.160807780986429, -9.828796595025192, 2.1904267957576193]"
87,87,87,87,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000087_RGB.png,"[954.0, 510.0, 1.0]","[978.0, 486.0, 1.0]","[936.0, 486.0, 1.0]","[1002.0, 516.0, 1.0]","[900.0, 510.0, 1.0]","[1044.0, 654.0, 1.0]","[840.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[786.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1014.0, 954.0, 0.0]","[900.0, 996.0000000000001, 0.0]","[942.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[936.0, 1062.0, 0.0]","[924.0, 1062.0, 0.0]","[-5.284808565162976, -6.0416236464096125, 16.957371866454416]","[1.4872683174210555, -9.601478547913757, 1.7867453307117136]"
88,88,88,88,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000088_RGB.png,"[966.0, 504.0, 1.0]","[978.0, 486.0, 1.0]","[942.0, 486.0, 1.0]","[1002.0, 516.0, 0.0]","[900.0, 504.0, 1.0]","[1044.0, 654.0, 1.0]","[840.0, 654.0, 1.0]","[1098.0, 864.0, 1.0]","[786.0, 840.0, 1.0]","[1008.0, 972.0, 1.0]","[888.0, 972.0, 1.0]","[1014.0, 948.0, 0.0]","[893.9999999999999, 990.0, 0.0]","[1032.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[942.0, 1074.0, 0.0]","[930.0, 1074.0, 0.0]","[-4.923673401464511, -5.949951163336315, 17.677290930963427]","[1.7924952523373185, -9.405642131110723, 1.6577674962642077]"
89,89,89,89,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000089_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 486.0, 1.0]","[948.0, 486.0, 1.0]","[1008.0, 516.0, 0.0]","[900.0, 510.0, 1.0]","[1050.0, 654.0, 1.0]","[840.0, 654.0, 1.0]","[1098.0, 858.0, 1.0]","[786.0, 840.0, 1.0]","[1002.0, 972.0, 1.0]","[888.0, 972.0, 1.0]","[1014.0, 948.0, 1.0]","[900.0, 996.0000000000001, 0.0]","[942.0, 1080.0, 0.0]","[912.0, 1080.0, 0.0]","[936.0, 1074.0, 0.0]","[924.0, 1074.0, 0.0]","[-4.5397955585541805, -5.6715509708342, 17.730569947326025]","[1.7647660915912333, -9.410926131820835, 1.7182484987253455]"
90,90,90,90,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000090_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 486.0, 1.0]","[942.0, 486.0, 1.0]","[1008.0, 516.0, 0.0]","[900.0, 510.0, 1.0]","[1056.0, 660.0, 1.0]","[840.0, 654.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1002.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1014.0, 948.0, 0.0]","[900.0, 990.0, 0.0]","[936.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-4.440198948221089, -5.425797185551084, 16.96443076083743]","[1.7791110735632272, -9.398571651003799, 1.7992500616502123]"
91,91,91,91,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000091_RGB.png,"[972.0, 510.0, 1.0]","[984.0, 486.0, 1.0]","[948.0, 486.0, 1.0]","[1002.0, 510.0, 0.0]","[900.0, 510.0, 1.0]","[1050.0, 660.0, 1.0]","[840.0, 654.0, 1.0]","[1098.0, 858.0, 1.0]","[804.0, 852.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1020.0, 948.0, 0.0]","[900.0, 990.0, 0.0]","[930.0, 1074.0, 0.0]","[912.0, 1074.0, 0.0]","[930.0, 1068.0, 0.0]","[918.0, 1068.0, 0.0]","[-4.454868320725515, -5.30786962847461, 16.124969408710342]","[1.5713610550671875, -9.480437732686951, 1.9742523825330776]"
92,92,92,92,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000092_RGB.png,"[972.0, 510.0, 1.0]","[984.0, 486.0, 1.0]","[948.0, 491.99999999999994, 1.0]","[1008.0, 516.0, 0.0]","[900.0, 510.0, 1.0]","[1050.0, 654.0, 1.0]","[840.0, 654.0, 1.0]","[1098.0, 858.0, 1.0]","[798.0, 846.0, 1.0]","[996.0000000000001, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1020.0, 948.0, 0.0]","[900.0, 990.0, 0.0]","[936.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[930.0, 1062.0, 0.0]","[924.0, 1062.0, 0.0]","[-4.537201068714779, -5.207665795859125, 15.4520946617998]","[1.4524930649188508, -9.537087589477066, 2.0625252178470763]"
93,93,93,93,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000093_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 491.99999999999994, 1.0]","[948.0, 486.0, 1.0]","[1002.0, 516.0, 0.0]","[900.0, 510.0, 1.0]","[1050.0, 654.0, 1.0]","[840.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 846.0, 1.0]","[996.0000000000001, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1014.0, 954.0, 0.0]","[906.0, 996.0000000000001, 0.0]","[942.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-4.586884548067266, -4.995517252783984, 13.655435134580944]","[1.1726709683544603, -9.657355122062103, 2.1620258092272686]"
94,94,94,94,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000094_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 486.0, 1.0]","[942.0, 486.0, 1.0]","[1002.0, 516.0, 1.0]","[900.0, 510.0, 1.0]","[1050.0, 654.0, 1.0]","[846.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1014.0, 954.0, 0.0]","[900.0, 996.0000000000001, 0.0]","[948.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-4.573351663525364, -5.025403176425644, 13.262976175123809]","[1.0078507071982148, -9.720838289357761, 2.208780163711096]"
95,95,95,95,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000095_RGB.png,"[966.0, 510.0, 1.0]","[984.0, 486.0, 1.0]","[942.0, 486.0, 1.0]","[1002.0, 516.0, 1.0]","[900.0, 510.0, 1.0]","[1050.0, 660.0, 1.0]","[840.0, 654.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1014.0, 954.0, 0.0]","[900.0, 996.0000000000001, 0.0]","[948.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-4.538359826052962, -5.114248646979298, 12.733628596633787]","[0.816951979057328, -9.794396934768105, 2.313849257344921]"
96,96,96,96,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000096_RGB.png,"[966.0, 510.0, 1.0]","[978.0, 491.99999999999994, 1.0]","[942.0, 491.99999999999994, 1.0]","[1002.0, 516.0, 1.0]","[906.0, 510.0, 1.0]","[1050.0, 654.0, 1.0]","[846.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1014.0, 948.0, 0.0]","[893.9999999999999, 990.0, 0.0]","[1032.0, 1080.0, 0.0]","[912.0, 1080.0, 0.0]","[936.0, 1074.0, 0.0]","[924.0, 1074.0, 0.0]","[-4.578504833547379, -5.171448997895094, 11.569403517574791]","[0.7684848653654814, -9.880815445830912, 3.2862724470361235]"
97,97,97,97,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000097_RGB.png,"[960.0, 510.0, 1.0]","[978.0, 486.0, 1.0]","[942.0, 486.0, 1.0]","[1002.0, 516.0, 1.0]","[900.0, 510.0, 1.0]","[1050.0, 654.0, 1.0]","[846.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1020.0, 948.0, 0.0]","[900.0, 990.0, 0.0]","[1038.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[942.0, 1068.0, 0.0]","[930.0, 1068.0, 0.0]","[-4.61226691291205, -5.108984171092933, 11.231475783140866]","[0.8076961374917442, -9.915982785032742, 3.7192399925959867]"
98,98,98,98,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000098_RGB.png,"[960.0, 510.0, 1.0]","[978.0, 486.0, 1.0]","[942.0, 486.0, 1.0]","[1002.0, 516.0, 1.0]","[900.0, 510.0, 1.0]","[1044.0, 648.0, 1.0]","[846.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1020.0, 948.0, 1.0]","[900.0, 990.0, 0.0]","[942.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-4.721660814887442, -4.701514232149364, 10.353116278843936]","[0.8825098911037448, -9.945995526626987, 3.8114909058267457]"
99,99,99,99,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000099_RGB.png,"[954.0, 510.0, 1.0]","[978.0, 486.0, 1.0]","[942.0, 486.0, 1.0]","[1002.0, 516.0, 1.0]","[900.0, 510.0, 1.0]","[1050.0, 648.0, 1.0]","[846.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 972.0, 1.0]","[1020.0, 948.0, 0.0]","[900.0, 990.0, 0.0]","[948.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-5.1512298547192215, -3.8687283649780975, 9.262997983794909]","[0.6792225155065673, -9.887750967850033, 3.442556426162438]"
100,100,100,100,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000100_RGB.png,"[960.0, 510.0, 1.0]","[978.0, 486.0, 1.0]","[936.0, 491.99999999999994, 1.0]","[1002.0, 516.0, 1.0]","[900.0, 510.0, 1.0]","[1050.0, 648.0, 1.0]","[846.0, 648.0, 1.0]","[1098.0, 858.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[882.0, 972.0, 1.0]","[1026.0, 948.0, 1.0]","[906.0, 996.0000000000001, 0.0]","[1038.0, 1080.0, 0.0]","[930.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[930.0, 1068.0, 0.0]","[-5.749875602585596, -2.830160999435733, 8.226765742101628]","[0.44905243695012254, -9.851364084542288, 3.2543183485053127]"
101,101,101,101,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000101_RGB.png,"[954.0, 510.0, 1.0]","[972.0, 486.0, 1.0]","[936.0, 486.0, 1.0]","[1002.0, 510.0, 1.0]","[900.0, 510.0, 1.0]","[1044.0, 648.0, 1.0]","[840.0, 648.0, 1.0]","[1098.0, 852.0, 1.0]","[786.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[882.0, 972.0, 1.0]","[1020.0, 942.0, 1.0]","[906.0, 996.0000000000001, 0.0]","[942.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-6.948823133073603, -0.21519000419346973, 6.420721161916177]","[0.17649328936162956, -9.697759690884503, 2.946889428475343]"
102,102,102,102,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000102_RGB.png,"[954.0, 510.0, 1.0]","[972.0, 491.99999999999994, 1.0]","[930.0, 491.99999999999994, 1.0]","[1002.0, 504.0, 1.0]","[900.0, 516.0, 1.0]","[1044.0, 654.0, 1.0]","[840.0, 654.0, 1.0]","[1092.0, 852.0, 1.0]","[792.0, 840.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[882.0, 972.0, 1.0]","[1014.0, 948.0, 1.0]","[906.0, 996.0000000000001, 0.0]","[942.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[936.0, 1068.0, 0.0]","[876.0, 1068.0, 0.0]","[-7.82005695077577, 2.266988967008974, 4.960688220877284]","[-0.006046280345693076, -9.673005987153463, 2.5153223555526423]"
103,103,103,103,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000103_RGB.png,"[954.0, 510.0, 1.0]","[966.0, 486.0, 1.0]","[930.0, 491.99999999999994, 1.0]","[996.0000000000001, 504.0, 1.0]","[893.9999999999999, 516.0, 1.0]","[1044.0, 654.0, 1.0]","[846.0, 654.0, 1.0]","[1092.0, 852.0, 1.0]","[792.0, 834.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[882.0, 972.0, 1.0]","[1008.0, 948.0, 0.0]","[912.0, 990.0, 0.0]","[936.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[930.0, 1068.0, 0.0]","[924.0, 1068.0, 0.0]","[-8.611855735119446, 6.074061733631706, 2.9877069427443415]","[-0.15173790503252851, -9.597039565122168, 2.2577810664362197]"
